Scer1	Scer2	Cgla1	Cgla2	Klac	Calb	n.NAs
YIL122W	NA	CAGL0G08646g	NA	KLLA0F04411g	NA	3
YIL121W	NA	NA	NA	Klac_YGOB_Anc_2.241	NA	4
YIL119C	NA	CAGL0G08602g	NA	NA	NA	4
YIL118W	NA	CAGL0G08558g	NA	KLLA0F03443g	orf19.3534	2
YIL117C	YNL058C	CAGL0J10076g	NA	KLLA0F03465g	orf19.95	1
YBR057C	NA	CAGL0H10164g	NA	KLLA0F18722g	orf19.4044	2
YIL116W	NA	CAGL0C01243g	NA	KLLA0F03509g	orf19.4177	2
YIL115C	NA	CAGL0C01265g	NA	KLLA0F03531g	orf19.6171	2
YIL114C	YNL055C	CAGL0J09900g	CAGL0C01287g	KLLA0F03553g	NA	1
YIL113W	YNL053W	CAGL0G01320g	NA	KLLA0F03597g	NA	2
YIL112W	NA	CAGL0C01309g	NA	KLLA0F03619g	orf19.4728	2
YGL262W	NA	NA	NA	NA	NA	5
YIL110W	NA	CAGL0C01331g	NA	KLLA0F03663g	orf19.4760	2
YIL109C	YNL049C	CAGL0C01353g	CAGL0D01078g	KLLA0F03729g	orf19.4732	0
YIL108W	NA	CAGL0C01375g	NA	KLLA0F03751g	orf19.246	2
YIL107C	NA	CAGL0C01397g	CAGL0D01100g	KLLA0F03773g	orf19.4753	1
YBR058C	NA	CAGL0H10186g	NA	KLLA0F18700g	orf19.1516	2
YIL106W	NA	CAGL0G02805g	NA	KLLA0F03795g	orf19.5528	2
YIL105C	YNL047C	CAGL0G02827g	CAGL0G01386g	KLLA0F03839g	NA	1
YIL104C	NA	CAGL0G02783g	NA	KLLA0F03949g	orf19.5206	2
YIL103W	NA	CAGL0G02761g	NA	KLLA0F03971g	orf19.5207	2
YIL102C	NA	NA	NA	NA	NA	5
YIL101C	NA	CAGL0G02739g	NA	KLLA0F04015g	orf19.5210	2
YIL099W	NA	CAGL0G02717g	NA	KLLA0F04059g	orf19.1719	2
YIL098C	NA	CAGL0G02695g	NA	KLLA0F04081g	orf19.4825	2
YIL097W	NA	CAGL0G02651g	NA	KLLA0E08537g	orf19.7365	2
YIL096C	NA	CAGL0G02629g	NA	KLLA0E08515g	orf19.7366	2
YAL041W	NA	CAGL0M11968g	NA	KLLA0C12969g	orf19.3174	2
YBR058C-A	NA	CAGL0H10202g	NA	KLLA0F18634g	NA	3
YIL095W	YNL020C	CAGL0G02607g	CAGL0J03432g	KLLA0E08405g	NA	1
YIL094C	NA	CAGL0G02585g	NA	KLLA0E08339g	orf19.2525	2
YIL093C	NA	CAGL0D04158g	NA	KLLA0E08273g	orf19.4751	2
YIL092W	NA	NA	NA	NA	NA	5
YIL091C	NA	CAGL0D04180g	NA	KLLA0E08229g	orf19.1849	2
YIL090W	NA	CAGL0D04202g	NA	KLLA0E08207g	orf19.698	2
YIL089W	NA	NA	NA	NA	NA	5
YIL088C	NA	CAGL0M06611g	NA	KLLA0E08559g	orf19.905	2
YIL087C	NA	CAGL0M06633g	NA	KLLA0E08603g	orf19.1852	2
YIL085C	YNL029C	CAGL0M06787g	NA	KLLA0E08669g	NA	2
YBR059C	NA	CAGL0H10208g	CAGL0K11990g	KLLA0F18612g	orf19.5357	1
YIL084C	NA	CAGL0M06699g	NA	KLLA0E08691g	orf19.1856	2
YIL083C	NA	CAGL0M06721g	NA	KLLA0E08757g	orf19.7357	2
YIL079C	YDL175C	CAGL0J09460g	CAGL0J03388g	KLLA0F05896g	NA	1
YIL078W	NA	CAGL0M12991g	NA	KLLA0F05918g	orf19.5685	2
YIL077C	NA	CAGL0M12969g	NA	KLLA0F05940g	orf19.5688	2
YIL076W	NA	CAGL0M12903g	NA	KLLA0C09174g	orf19.5689	2
YIL075C	NA	CAGL0M12859g	NA	KLLA0C09284g	orf19.5260	2
YIL073C	NA	CAGL0M12815g	NA	KLLA0C09328g	orf19.6222	2
YBR060C	NA	CAGL0H10230g	NA	KLLA0F18590g	orf19.5358	2
YIL072W	NA	CAGL0M12771g	NA	KLLA0C07623g	orf19.3306	2
YIL071C	NA	CAGL0M12749g	NA	KLLA0C07667g	NA	3
YIL070C	NA	CAGL0M12727g	NA	KLLA0C07711g	orf19.7187	2
YIL068C	NA	CAGL0J03168g	NA	KLLA0C07843g	orf19.5463	2
YIL067C	NA	CAGL0M12683g	NA	KLLA0C07865g	orf19.5780	2
YIL065C	NA	CAGL0M12661g	NA	KLLA0C07909g	orf19.7111	2
YIL064W	NA	CAGL0M12639g	NA	KLLA0C07931g	orf19.3582	2
YIL063C	NA	CAGL0M12617g	NA	KLLA0C07953g	orf19.3583	2
YIL062C	NA	CAGL0M12595g	NA	KLLA0C07975g	orf19.6151	2
YIL061C	NA	CAGL0M12573g	NA	KLLA0C08019g	orf19.6866	2
YBR061C	NA	CAGL0H10252g	NA	KLLA0F18414g	orf19.6751	2
YIL055C	NA	CAGL0M12474g	NA	KLLA0C08173g	NA	3
YIL049W	NA	CAGL0L00693g	NA	KLLA0C08261g	orf19.209	2
YIL048W	NA	CAGL0L00715g	NA	KLLA0C08393g	orf19.783	2
YIL047C	NA	CAGL0L00737g	NA	KLLA0F27467g	orf19.768	2
YIL046W	NA	CAGL0L00781g	NA	KLLA0F27511g	orf19.3301	2
YIL044C	NA	CAGL0L00825g	NA	KLLA0F27555g	orf19.1396	2
YIL043C	NA	CAGL0L00847g	NA	KLLA0F27621g	orf19.1801	2
YIL042C	NA	CAGL0L00869g	NA	KLLA0E04533g	orf19.7281	2
YIL041W	NA	CAGL0L00891g	NA	KLLA0E04511g	orf19.1236	2
YBR062C	NA	CAGL0H10274g	NA	KLLA0F18458g	orf19.6753	2
YIL040W	NA	CAGL0L00935g	NA	KLLA0E04445g	NA	3
YIL039W	NA	CAGL0L00979g	NA	KLLA0E04401g	orf19.5418	2
YIL038C	NA	CAGL0L01001g	NA	KLLA0E04335g	orf19.2012	2
YIL037C	NA	NA	NA	KLLA0E04313g	NA	4
YIL035C	NA	CAGL0I05192g	NA	KLLA0E04247g	orf19.7652	2
YIL034C	NA	CAGL0I05214g	NA	KLLA0E04225g	orf19.4597	2
YIL033C	NA	CAGL0I05236g	NA	KLLA0E04181g	orf19.2014	2
YIL031W	NA	CAGL0J02464g	NA	KLLA0F27665g	orf19.5441	2
YIL030C	NA	CAGL0J02486g	NA	KLLA0F27687g	orf19.5175	2
YIL029C	NA	NA	NA	NA	NA	5
YBR063C	NA	NA	NA	NA	NA	5
YIL027C	NA	CAGL0I05324g	NA	KLLA0F27775g	orf19.3730	2
YIL026C	NA	CAGL0I05302g	NA	KLLA0F27797g	orf19.7232	2
YIL024C	NA	NA	NA	KLLA0F27819g	orf19.4530.1	3
YIL023C	NA	CAGL0I05280g	NA	KLLA0F17886g	NA	3
YIL022W	NA	CAGL0J02442g	NA	KLLA0D16214g	orf19.5444	2
YIL021W	NA	CAGL0J02420g	NA	KLLA0D16170g	orf19.1248	2
YIL020C	NA	CAGL0J02398g	NA	KLLA0D16148g	orf19.1249	2
YIL019W	NA	CAGL0J02376g	NA	KLLA0D16137g	orf19.1250	2
YIL017C	NA	CAGL0J02332g	NA	KLLA0D15961g	NA	3
YIL016W	NA	CAGL0J02310g	NA	KLLA0D15939g	NA	3
YBR065C	NA	CAGL0L07458g	NA	KLLA0F18502g	orf19.5364	2
YIL015W	NA	CAGL0J02288g	NA	KLLA0D15917g	NA	3
YIL014C-A	NA	NA	NA	NA	NA	5
YIL014W	NA	CAGL0C03894g	NA	NA	NA	4
YIL011W	YOR010C	CAGL0C03872g	CAGL0F01463g	NA	NA	2
YIL010W	NA	CAGL0C03850g	NA	KLLA0D14333g	orf19.5417	2
YIL009C-A	NA	CAGL0C03828g	NA	KLLA0D14289g	orf19.5423	2
YIL009W	NA	NA	NA	NA	NA	5
YIL008W	NA	CAGL0C03784g	NA	KLLA0D14157g	orf19.2299	2
YIL007C	NA	CAGL0C03762g	NA	KLLA0D14135g	orf19.2301	2
YBR066C	YDR043C	CAGL0K12078g	CAGL0L07480g	KLLA0F18524g	orf19.7150	0
YIL005W	NA	CAGL0J02068g	CAGL0L02431g	KLLA0D14014g	orf19.1392	1
YIL004C	NA	CAGL0J02090g	NA	KLLA0D13992g	orf19.1386	2
YIL003W	NA	CAGL0J02112g	NA	KLLA0D13970g	orf19.1387	2
YIL002C	NA	CAGL0J02134g	NA	KLLA0D13860g	orf19.1373	2
YIL001W	NA	CAGL0J02156g	NA	KLLA0D13838g	orf19.7010	2
YIR001C	NA	CAGL0J02200g	NA	KLLA0D13772g	orf19.1389	2
YIR002C	NA	CAGL0J01980g	NA	KLLA0D13552g	orf19.2919	2
YIR003W	NA	CAGL0J01958g	NA	KLLA0D13486g	orf19.4878	2
YIR004W	NA	CAGL0J01936g	NA	KLLA0D13464g	orf19.991	2
YIR005W	NA	CAGL0J01914g	NA	KLLA0D13420g	orf19.1045	2
YBR067C	NA	CAGL0L07502g	NA	NA	orf19.532	3
YIR006C	NA	CAGL0J01892g	NA	KLLA0D13398g	orf19.886	2
YIR007W	NA	CAGL0L09493g	NA	KLLA0B11704g	orf19.4031	2
YIR008C	NA	CAGL0L09471g	NA	KLLA0B11682g	orf19.4030	2
YIR009W	NA	CAGL0L09449g	NA	KLLA0B11594g	orf19.4748	2
YIR010W	NA	CAGL0L09603g	NA	KLLA0D15741g	NA	3
YIR011C	NA	CAGL0L09625g	NA	KLLA0D15851g	orf19.4849	2
YIR012W	NA	CAGL0L09647g	NA	KLLA0D15873g	orf19.4029	2
YIR014W	NA	CAGL0K08734g	NA	KLLA0B11770g	NA	3
YIR015W	NA	CAGL0K08712g	NA	KLLA0B11792g	orf19.544	2
YBR068C	YDR046C	CAGL0H08393g	CAGL0L07546g	NA	NA	2
YIR017C	NA	CAGL0K08668g	NA	KLLA0B11880g	orf19.7046	2
YIR018W	YOL028C	CAGL0K08756g	CAGL0F01265g	KLLA0D14399g	NA	1
YIR019C	NA	NA	NA	NA	NA	5
YIR021W	YKL011C	CAGL0L05346g	NA	KLLA0E18305g	NA	2
YIR022W	NA	CAGL0F06721g	NA	KLLA0E18261g	orf19.3259	2
YIR023W	NA	CAGL0F06743g	NA	KLLA0E18195g	orf19.3252	2
YIR024C	NA	CAGL0F06765g	NA	KLLA0E18173g	NA	3
YIR025W	NA	CAGL0F06787g	NA	KLLA0E18019g	NA	3
YAL040C	NA	CAGL0M11990g	NA	KLLA0C13057g	orf19.1960	2
YBR069C	NA	NA	NA	NA	NA	5
YIR026C	NA	CAGL0F06809g	NA	KLLA0E17997g	orf19.4401	2
YIR027C	NA	NA	NA	KLLA0C04301g	orf19.5454	3
YBR021W	NA	CAGL0B04433g	NA	KLLA0D03454g	orf19.360	2
YIR029W	NA	NA	NA	KLLA0B04422g	orf19.2065	3
YIR030C	NA	NA	NA	KLLA0B10670g	orf19.244	3
YNL117W	NA	CAGL0L03982g	NA	KLLA0F23914g	orf19.4833	2
YIR032C	NA	NA	NA	KLLA0E24707g	orf19.1421	3
YIR033W	YKL020C	CAGL0F06831g	NA	KLLA0E17953g	NA	2
YIR034C	NA	CAGL0F06875g	NA	KLLA0E07987g	orf19.1789.1	2
YBR070C	NA	CAGL0E04180g	NA	KLLA0F18865g	orf19.5363	2
YBR244W	NA	CAGL0C01705g	NA	KLLA0F06732g	NA	3
YIR039C	NA	NA	NA	NA	NA	5
YIR041W	NA	NA	NA	NA	NA	5
YIR042C	NA	NA	NA	NA	NA	5
YIR044C	NA	NA	NA	NA	NA	5
YJL225C	NA	NA	NA	NA	NA	5
YJL223C	NA	NA	NA	NA	NA	5
YJL222W	NA	NA	NA	NA	NA	5
YJL221C	NA	NA	NA	NA	NA	5
YBR071W	NA	CAGL0E04224g	NA	KLLA0F18887g	NA	3
YJL219W	NA	NA	NA	NA	NA	5
YJL218W	NA	CAGL0K11066g	NA	KLLA0D08811g	orf19.7437	2
YJL217W	NA	NA	NA	NA	NA	5
YJL216C	NA	NA	NA	NA	NA	5
YJL214W	NA	NA	NA	NA	NA	5
YJL212C	NA	NA	NA	NA	orf19.2602	4
YJL210W	NA	CAGL0I06292g	NA	KLLA0D00418g	orf19.3546	2
YJL209W	NA	CAGL0I06314g	NA	NA	NA	4
YJL208C	NA	CAGL0I06336g	NA	KLLA0D00440g	orf19.967	2
YBR072W	NA	NA	NA	KLLA0F18909g	NA	4
YJL207C	NA	CAGL0I06358g	NA	KLLA0C03179g	orf19.3247	2
YJL204C	NA	CAGL0F02497g	NA	KLLA0C03300g	orf19.3203	2
YJL203W	NA	CAGL0F02475g	NA	KLLA0C03322g	orf19.4659	2
YJL201W	NA	CAGL0F02453g	NA	KLLA0C03388g	orf19.4958	2
YJL200C	NA	CAGL0F02431g	NA	KLLA0C03432g	orf19.6632	2
YJL197W	NA	CAGL0L01639g	NA	KLLA0C03476g	orf19.6260	2
YJL194W	NA	CAGL0K00605g	NA	KLLA0C03586g	orf19.5242	2
YBR073W	NA	CAGL0M01958g	NA	KLLA0F11814g	orf19.5367	2
YOR307C	NA	CAGL0I09746g	NA	KLLA0F08569g	orf19.4199	2
YJL192C	NA	CAGL0K00649g	NA	KLLA0B07645g	NA	3
YJL190C	NA	CAGL0L08114g	NA	KLLA0B07601g	orf19.6265	2
YJL189W	NA	CAGL0L08110g	NA	Klac_YGOB_RPL39	orf19.6264.4	2
YJL187C	NA	CAGL0K00693g	NA	KLLA0B07579g	orf19.4867	2
YJL185C	NA	CAGL0M02915g	NA	KLLA0A06127g	NA	3
YJL184W	NA	CAGL0F03487g	NA	KLLA0A06171g	orf19.3688	2
YJL183W	NA	CAGL0G07491g	NA	KLLA0A06215g	orf19.2927	2
YJL181W	YJR030C	CAGL0M08074g	NA	KLLA0A06237g	NA	2
YJL180C	NA	CAGL0G07513g	NA	KLLA0A06259g	orf19.3686	2
YBR074W	NA	CAGL0M01936g	NA	KLLA0F11748g	orf19.5370	2
YJL179W	NA	CAGL0G07529g	NA	KLLA0A06281g	orf19.3687	2
YJL178C	NA	CAGL0M11352g	NA	KLLA0A06303g	orf19.5322	2
YJL177W	YKL180W	CAGL0M08118g	NA	KLLA0A06336g	orf19.4490	1
YJL176C	NA	CAGL0M11374g	NA	KLLA0A06424g	orf19.4488	2
YJL174W	NA	CAGL0C00363g	NA	KLLA0A06468g	orf19.5861	2
YJL173C	NA	CAGL0C00341g	NA	KLLA0A06490g	NA	3
YJL172W	NA	CAGL0C00319g	NA	KLLA0A06512g	orf19.2686	2
YJL171C	NA	CAGL0M08206g	NA	KLLA0A06556g	orf19.1911	2
YJL170C	NA	NA	NA	KLLA0A06578g	NA	4
YBR076W	NA	CAGL0M01892g	NA	NA	NA	4
YJL168C	NA	CAGL0C00297g	NA	KLLA0A06600g	orf19.1755	2
YJL167W	NA	CAGL0L00319g	NA	KLLA0A06732g	orf19.4491	2
YJL166W	NA	CAGL0I06270g	NA	KLLA0A06754g	orf19.4490.2	2
YJL165C	YKL168C	CAGL0M08360g	CAGL0I06248g	KLLA0A06820g	NA	1
YJL164C	YKL166C	CAGL0M08404g	NA	KLLA0B07205g	NA	2
YJL163C	NA	CAGL0M08426g	NA	KLLA0B07227g	orf19.6976	2
YJL162C	NA	CAGL0I06226g	NA	KLLA0B07271g	orf19.4787	2
YJL161W	NA	NA	NA	KLLA0B07337g	NA	4
YJL160C	YKL164C	CAGL0I06204g	CAGL0M08492g	KLLA0B07370g	NA	1
YJL159W	YKL163W	CAGL0I06182g	CAGL0M08514g	KLLA0B07392g	NA	1
YBR077C	NA	CAGL0M01848g	NA	KLLA0F11638g	NA	3
YJL158C	NA	CAGL0I06160g	NA	KLLA0B07447g	NA	3
YJL157C	NA	CAGL0I06138g	NA	KLLA0B07469g	orf19.7105	2
YJL156C	NA	CAGL0I06116g	NA	KLLA0B07491g	orf19.6422	2
YJL155C	NA	CAGL0I06094g	NA	KLLA0B07513g	orf19.6423	2
YJL154C	NA	CAGL0I06072g	NA	KLLA0B07535g	orf19.6875	2
YJL153C	NA	CAGL0I06050g	NA	KLLA0D16412g	orf19.7585	2
YJL149W	NA	CAGL0I06028g	NA	KLLA0A06061g	NA	3
YJL148W	NA	CAGL0I06006g	NA	KLLA0A05973g	orf19.4896	2
YJL147C	NA	CAGL0I05984g	NA	KLLA0A05929g	NA	3
YJL146W	NA	CAGL0I05962g	NA	KLLA0A05907g	NA	3
YBR078W	YDR055W	CAGL0M01826g	CAGL0E04620g	KLLA0C14454g	orf19.3010.1	0
YJL145W	NA	CAGL0I05940g	NA	KLLA0A05885g	orf19.4897	2
YJL144W	NA	CAGL0I05934g	NA	NA	NA	4
YJL143W	NA	CAGL0I05918g	NA	KLLA0A05841g	orf19.150	2
YJL141C	NA	CAGL0I05896g	NA	KLLA0A05819g	orf19.147	2
YJL140W	NA	CAGL0I04400g	NA	KLLA0A05797g	orf19.145	2
YJL139C	YKR061W	CAGL0M05841g	CAGL0I04378g	KLLA0A05775g	NA	1
YJL138C	YKR059W	CAGL0I04356g	NA	KLLA0A05731g	orf19.3324	1
YJL137C	YKR058W	CAGL0H02695g	NA	KLLA0A05709g	orf19.3325	1
YJL136C	YKR057W	CAGL0K08382g	NA	KLLA0A05700g	orf19.3325.3	1
YJL134W	YKR053C	CAGL0I04334g	CAGL0K08272g	Klac_YGOB_Anc_1.217	orf19.3329	0
YBR079C	NA	CAGL0M01804g	NA	KLLA0C14498g	orf19.6345	2
YJL133W	YKR052C	CAGL0K08250g	CAGL0L05742g	KLLA0E15445g	NA	1
YJL132W	NA	CAGL0L05720g	NA	KLLA0E15401g	NA	3
YJL131C	NA	CAGL0L05698g	NA	KLLA0E15379g	orf19.6982	2
YJL130C	NA	CAGL0L05676g	NA	KLLA0E15357g	orf19.2360	2
YJL129C	YKR050W	CAGL0L05654g	NA	KLLA0E15335g	NA	2
YJL128C	NA	CAGL0L05632g	NA	KLLA0E15313g	orf19.7388	2
YJL126W	NA	CAGL0L05588g	NA	KLLA0E15247g	orf19.7279	2
YJL125C	NA	CAGL0L05566g	NA	KLLA0E15225g	orf19.7291	2
YJL124C	NA	CAGL0L05544g	NA	KLLA0E15159g	orf19.7290	2
YAL039C	NA	CAGL0M12012g	NA	KLLA0C13123g	orf19.1957	2
YBR080C	NA	CAGL0M01782g	CAGL0E04642g	KLLA0C14520g	orf19.4993	1
YJL123C	NA	CAGL0L05522g	NA	KLLA0E15115g	orf19.1338	2
YJL122W	NA	CAGL0L05500g	NA	KLLA0E15093g	orf19.7107	2
YJL121C	NA	CAGL0L05478g	NA	KLLA0E15071g	orf19.7108	2
YJL118W	NA	NA	NA	NA	NA	5
YJL117W	NA	CAGL0L05456g	NA	KLLA0E14983g	orf19.2199	2
YJL116C	YKR042W	CAGL0L03289g	CAGL0L05434g	KLLA0E14939g	NA	1
YJL115W	NA	CAGL0L05412g	NA	KLLA0E14895g	orf19.3715	2
YJL112W	YKR036C	CAGL0G04345g	CAGL0L03201g	KLLA0F21406g	NA	1
YJL111W	NA	CAGL0G04367g	NA	KLLA0F21340g	orf19.3206	2
YJL110C	YKR034W	CAGL0G04389g	CAGL0L03157g	KLLA0F21296g	orf19.2842	0
YBR081C	NA	CAGL0M01738g	NA	KLLA0E12585g	orf19.7572	2
YJL109C	NA	CAGL0G04411g	NA	KLLA0F21208g	orf19.7215	2
YJL108C	NA	CAGL0G04433g	NA	KLLA0F02816g	orf19.6527	2
YJL106W	NA	CAGL0G04455g	NA	KLLA0F02838g	orf19.2395	2
YJL105W	YKR029C	CAGL0L03091g	CAGL0G04499g	KLLA0F02882g	NA	1
YJL104W	NA	CAGL0G04521g	NA	KLLA0F13860g	orf19.7222	2
YJL103C	NA	CAGL0L03674g	NA	KLLA0F13904g	orf19.4450	2
YJL102W	NA	CAGL0L03652g	NA	KLLA0F13992g	orf19.6208	2
YJL101C	NA	CAGL0L03630g	NA	KLLA0F14058g	orf19.5059	2
YJL100W	NA	NA	NA	KLLA0F14080g	orf19.2447	3
YJL099W	YKR027W	CAGL0L03608g	NA	KLLA0F14102g	orf19.5155	1
YBR082C	YDR059C	CAGL0E04752g	NA	KLLA0E12563g	orf19.7571	1
YJL098W	YKR028W	CAGL0L03586g	NA	KLLA0F14124g	NA	2
YJL097W	NA	CAGL0L03564g	NA	KLLA0F14146g	orf19.5156	2
YJL096W	NA	CAGL0L03542g	NA	KLLA0F14168g	orf19.5161	2
YJL095W	NA	CAGL0L03520g	NA	KLLA0F14190g	orf19.5162	2
YJL094C	NA	CAGL0L03498g	NA	KLLA0D06259g	NA	3
YJL093C	NA	CAGL0L03476g	NA	KLLA0F14212g	orf19.4175	2
YJL092W	NA	CAGL0L03454g	NA	KLLA0F14234g	orf19.5970	2
YJL091C	NA	CAGL0L03432g	NA	KLLA0F14278g	orf19.6884	2
YJL090C	NA	CAGL0L03410g	NA	KLLA0F14300g	orf19.1434	2
YJL089W	NA	CAGL0L03377g	NA	KLLA0F14322g	orf19.2808	2
YBR083W	NA	CAGL0F04081g	CAGL0M01716g	KLLA0E12497g	orf19.5908	1
YJL088W	NA	CAGL0I10791g	NA	KLLA0F14366g	orf19.5610	2
YJL087C	NA	CAGL0M03091g	NA	KLLA0F14399g	orf19.6511	2
YJL085W	NA	CAGL0M03113g	NA	KLLA0F14421g	orf19.6512	2
YJL084C	YKR021W	CAGL0M03135g	CAGL0L02959g	KLLA0F14443g	orf19.5605	0
YJL083W	YKR019C	CAGL0M03157g	NA	KLLA0D02222g	orf19.6953	1
YJL082W	YKR018C	CAGL0M03179g	CAGL0G03245g	KLLA0D02244g	orf19.7229	0
YJL081C	NA	CAGL0M03201g	NA	KLLA0D02288g	orf19.5623	2
YJL080C	NA	CAGL0M03223g	NA	KLLA0D02398g	orf19.5281	2
YJL079C	YKR013W	CAGL0G07667g	CAGL0F05137g	KLLA0D02420g	NA	1
YBR084W	NA	NA	CAGL0M01694g	KLLA0E12475g	orf19.2364	2
YJL076W	YKR010C	CAGL0H02783g	CAGL0B03179g	KLLA0C09394g	NA	1
YJL074C	NA	CAGL0H02805g	NA	KLLA0A00286g	orf19.262	2
YJL073W	NA	CAGL0H02827g	NA	KLLA0D06402g	orf19.3592	2
YJL072C	NA	CAGL0H02849g	NA	KLLA0D06501g	orf19.57	2
YJL071W	NA	CAGL0H02871g	NA	KLLA0D06523g	orf19.56	2
YJL069C	NA	CAGL0H02937g	NA	KLLA0F02013g	orf19.7154	2
YJL068C	NA	CAGL0J05324g	NA	KLLA0F01947g	orf19.6596	2
YJL066C	NA	CAGL0J05302g	NA	KLLA0F01881g	orf19.2414	2
YJL063C	NA	CAGL0J05258g	NA	KLLA0F01793g	orf19.6129	2
YBR085C-A	NA	CAGL0L06248g	NA	KLLA0B12353g	NA	3
YJL062W-A	NA	Cgla_YGOB_Anc_1.314	NA	KLLA0F01771g	orf19.6563.1	2
YJL062W	NA	CAGL0J05236g	NA	KLLA0F01705g	orf19.4064	2
YJL061W	NA	CAGL0J05214g	NA	KLLA0F01661g	orf19.5765	2
YJL060W	NA	CAGL0J05126g	NA	KLLA0F01617g	orf19.5809	2
YJL059W	NA	CAGL0J05104g	NA	KLLA0F01551g	orf19.4059	2
YJL057C	NA	CAGL0J05082g	NA	KLLA0F01507g	orf19.428	2
YJL056C	NA	CAGL0J05060g	NA	KLLA0F01463g	orf19.3794	2
YJL055W	NA	CAGL0J05038g	NA	NA	orf19.1723	3
YJL054W	NA	CAGL0J05016g	NA	KLLA0F01441g	orf19.5143	2
YJL053W	NA	CAGL0J04994g	NA	KLLA0F01419g	orf19.6927	2
YBR086C	NA	CAGL0F04345g	NA	KLLA0B12287g	orf19.2792	2
YJL052W	NA	NA	NA	NA	NA	5
YJL051W	NA	CAGL0J04950g	NA	KLLA0F01386g	NA	3
YJL050W	NA	CAGL0J04928g	NA	KLLA0F01364g	orf19.1335	2
YJL049W	NA	CAGL0J04906g	NA	KLLA0F01320g	orf19.746	2
YJL047C	NA	NA	CAGL0J04862g	KLLA0F02145g	orf19.2440	2
YJL046W	NA	CAGL0J04840g	NA	KLLA0F02233g	orf19.5566	2
YJL045W	YKL148C	CAGL0J00847g	NA	KLLA0D04444g	NA	2
YJL044C	NA	CAGL0J00825g	NA	KLLA0E11837g	orf19.6624	2
YJL043W	NA	NA	NA	NA	NA	5
YBR087W	NA	CAGL0D01738g	NA	KLLA0B12221g	orf19.2029	2
YJL042W	NA	CAGL0J00803g	NA	KLLA0E11815g	orf19.6621	2
YJL041W	NA	CAGL0J00781g	NA	KLLA0E11793g	orf19.900	2
YHR218W	NA	NA	NA	NA	NA	5
YJL039C	NA	CAGL0J00759g	NA	KLLA0E11771g	orf19.7511	2
YJL038C	NA	NA	NA	NA	NA	5
YJL037W	NA	NA	NA	NA	NA	5
YJL036W	NA	CAGL0J01001g	NA	KLLA0C10967g	orf19.1990	2
YGL258W-A	NA	NA	NA	NA	NA	5
YJL035C	NA	CAGL0J01023g	NA	KLLA0C10989g	orf19.1458	2
YDL210W	NA	NA	NA	NA	orf19.2479	4
YJL034W	NA	CAGL0D02948g	NA	KLLA0D09559g	orf19.2013	2
YJL033W	NA	CAGL0J01045g	NA	KLLA0D09504g	orf19.2712	2
YJR150C	NA	NA	NA	NA	NA	5
YJL031C	NA	CAGL0J01067g	NA	KLLA0D09460g	orf19.1039	2
YFL066C	NA	NA	NA	NA	NA	5
YHL050C	NA	NA	NA	NA	NA	5
YBR088C	NA	CAGL0D01716g	NA	KLLA0B12078g	orf19.4616	2
YJL030W	NA	CAGL0J01089g	NA	KLLA0D09438g	orf19.1040	2
YJL029C	NA	CAGL0J01111g	NA	KLLA0D09394g	orf19.6094	2
YJL025W	NA	CAGL0D03410g	NA	KLLA0F15180g	orf19.1589	2
YJL024C	NA	CAGL0D03388g	NA	KLLA0F15268g	orf19.393	2
YJL023C	NA	CAGL0G06820g	NA	KLLA0F14905g	NA	3
YJL020C	NA	CAGL0G06842g	NA	KLLA0F14575g	orf19.2791	2
YJL019W	NA	CAGL0G06864g	NA	KLLA0F22539g	orf19.2763	2
YJL016W	NA	CAGL0G06886g	NA	KLLA0F22561g	orf19.5799	2
YJL014W	NA	CAGL0G06908g	NA	KLLA0F22583g	orf19.4004	2
YBR089C-A	YPR052C	CAGL0H08541g	NA	KLLA0B12056g	NA	2
YJL012C	NA	CAGL0G06952g	NA	KLLA0F22627g	orf19.3363	2
YJL011C	NA	CAGL0G06974g	NA	KLLA0F22649g	orf19.3990	2
YJL010C	NA	CAGL0E06534g	NA	KLLA0E13685g	orf19.4479	2
YJL008C	NA	CAGL0D03014g	NA	KLLA0D09350g	orf19.6099	2
YJL006C	NA	CAGL0D02992g	NA	KLLA0D09482g	orf19.1041	2
YJL005W	NA	CAGL0D03168g	NA	KLLA0F15708g	orf19.5148	2
YJL004C	NA	CAGL0D03146g	NA	KLLA0F15730g	orf19.7128	2
YJL003W	NA	CAGL0D03102g	NA	KLLA0F13024g	orf19.7665	2
YJL002C	NA	CAGL0D05742g	NA	KLLA0F12980g	orf19.6988	2
YJL001W	NA	CAGL0D03058g	NA	KLLA0F12936g	orf19.6991	2
YAL038W	YOR347C	CAGL0E05610g	CAGL0M12034g	KLLA0F23397g	orf19.3575	0
YJR001W	NA	CAGL0D03036g	NA	KLLA0D09779g	orf19.7100	2
YJR002W	NA	CAGL0D05874g	NA	KLLA0D09757g	orf19.1915	2
YJR003C	NA	CAGL0J11110g	NA	KLLA0D09691g	orf19.1789	2
YJR004C	NA	CAGL0G04125g	NA	KLLA0E09681g	NA	3
YJR005W	NA	CAGL0G04103g	NA	KLLA0E09527g	orf19.7212	2
YJR006W	NA	CAGL0B03707g	NA	KLLA0F14949g	orf19.3960	2
YJR007W	NA	CAGL0B03795g	NA	KLLA0A11814g	orf19.6213	2
YJR008W	NA	CAGL0B03817g	NA	KLLA0A11836g	orf19.7210	2
